id,amount,currency,entity,date,source
AAPL-20240102,15155.76,USD,Apple,2024-01-02,yahoo_finance
AAPL-20240103,10652.21,USD,Apple,2024-01-03,yahoo_finance
AAPL-20240104,12959.9,USD,Apple,2024-01-04,yahoo_finance
AAPL-20240105,11185.75,USD,Apple,2024-01-05,yahoo_finance
AAPL-20240108,10862.01,USD,Apple,2024-01-08,yahoo_finance
AAPL-20240109,7850.18,USD,Apple,2024-01-09,yahoo_finance
AAPL-20240110,8622.79,USD,Apple,2024-01-10,yahoo_finance
AAPL-20240111,9023.99,USD,Apple,2024-01-11,yahoo_finance
AAPL-20240112,7448.26,USD,Apple,2024-01-12,yahoo_finance
AAPL-20240116,11922.82,USD,Apple,2024-01-16,yahoo_finance
AAPL-20240117,8555.07,USD,Apple,2024-01-17,yahoo_finance
AAPL-20240118,14562.95,USD,Apple,2024-01-18,yahoo_finance
AAPL-20240119,13063.35,USD,Apple,2024-01-19,yahoo_finance
AAPL-20240122,11539.48,USD,Apple,2024-01-22,yahoo_finance
AAPL-20240123,8181.97,USD,Apple,2024-01-23,yahoo_finance
AAPL-20240124,10324.04,USD,Apple,2024-01-24,yahoo_finance
AAPL-20240125,10535.36,USD,Apple,2024-01-25,yahoo_finance
AAPL-20240126,8492.55,USD,Apple,2024-01-26,yahoo_finance
AAPL-20240129,8946.29,USD,Apple,2024-01-29,yahoo_finance
AAPL-20240130,10395.81,USD,Apple,2024-01-30,yahoo_finance
AAPL-20240131,10123.1,USD,Apple,2024-01-31,yahoo_finance
AAPL-20240201,11999.82,USD,Apple,2024-02-01,yahoo_finance
AAPL-20240202,18863.27,USD,Apple,2024-02-02,yahoo_finance
AAPL-20240205,12941.0,USD,Apple,2024-02-05,yahoo_finance
AAPL-20240206,8148.16,USD,Apple,2024-02-06,yahoo_finance
AAPL-20240207,10017.81,USD,Apple,2024-02-07,yahoo_finance
AAPL-20240208,7634.65,USD,Apple,2024-02-08,yahoo_finance
AAPL-20240209,8450.65,USD,Apple,2024-02-09,yahoo_finance
AAPL-20240212,7748.96,USD,Apple,2024-02-12,yahoo_finance
AAPL-20240213,10365.88,USD,Apple,2024-02-13,yahoo_finance
AAPL-20240214,9969.48,USD,Apple,2024-02-14,yahoo_finance
AAPL-20240215,11922.28,USD,Apple,2024-02-15,yahoo_finance
AAPL-20240216,8988.57,USD,Apple,2024-02-16,yahoo_finance
AAPL-20240220,9655.65,USD,Apple,2024-02-20,yahoo_finance
AAPL-20240221,7474.81,USD,Apple,2024-02-21,yahoo_finance
