id,amount,currency,entity,date,source
AAPL-20240401,7791.36,USD,Apple,2024-04-01,yahoo_finance
AAPL-20240402,8253.68,USD,Apple,2024-04-02,yahoo_finance
AAPL-20240403,8017.93,USD,Apple,2024-04-03,yahoo_finance
AAPL-20240404,8984.61,USD,Apple,2024-04-04,yahoo_finance
AAPL-20240405,7075.74,USD,Apple,2024-04-05,yahoo_finance
AAPL-20240408,6247.47,USD,Apple,2024-04-08,yahoo_finance
AAPL-20240409,7124.72,USD,Apple,2024-04-09,yahoo_finance
AAPL-20240410,8265.01,USD,Apple,2024-04-10,yahoo_finance
AAPL-20240411,15797.18,USD,Apple,2024-04-11,yahoo_finance
AAPL-20240412,17788.11,USD,Apple,2024-04-12,yahoo_finance
AAPL-20240415,12583.68,USD,Apple,2024-04-15,yahoo_finance
AAPL-20240416,12372.6,USD,Apple,2024-04-16,yahoo_finance
AAPL-20240417,8474.28,USD,Apple,2024-04-17,yahoo_finance
AAPL-20240418,7138.28,USD,Apple,2024-04-18,yahoo_finance
AAPL-20240419,11143.24,USD,Apple,2024-04-19,yahoo_finance
AAPL-20240422,7907.66,USD,Apple,2024-04-22,yahoo_finance
AAPL-20240423,8193.29,USD,Apple,2024-04-23,yahoo_finance
AAPL-20240424,8081.97,USD,Apple,2024-04-24,yahoo_finance
AAPL-20240425,8511.89,USD,Apple,2024-04-25,yahoo_finance
AAPL-20240426,7522.68,USD,Apple,2024-04-26,yahoo_finance
AAPL-20240429,11720.72,USD,Apple,2024-04-29,yahoo_finance
AAPL-20240430,11129.39,USD,Apple,2024-04-30,yahoo_finance
AAPL-20240501,8452.93,USD,Apple,2024-05-01,yahoo_finance
AAPL-20240502,16154.98,USD,Apple,2024-05-02,yahoo_finance
AAPL-20240503,29662.08,USD,Apple,2024-05-03,yahoo_finance
AAPL-20240506,14148.14,USD,Apple,2024-05-06,yahoo_finance
AAPL-20240507,13973.41,USD,Apple,2024-05-07,yahoo_finance
AAPL-20240508,8159.48,USD,Apple,2024-05-08,yahoo_finance
AAPL-20240509,8959.26,USD,Apple,2024-05-09,yahoo_finance
AAPL-20240510,9220.22,USD,Apple,2024-05-10,yahoo_finance
AAPL-20240513,13317.51,USD,Apple,2024-05-13,yahoo_finance
AAPL-20240514,9744.77,USD,Apple,2024-05-14,yahoo_finance
AAPL-20240515,13253.78,USD,Apple,2024-05-15,yahoo_finance
AAPL-20240516,9955.14,USD,Apple,2024-05-16,yahoo_finance
AAPL-20240517,7778.23,USD,Apple,2024-05-17,yahoo_finance
AAPL-20240520,8409.74,USD,Apple,2024-05-20,yahoo_finance
AAPL-20240521,8075.76,USD,Apple,2024-05-21,yahoo_finance
AAPL-20240522,6563.64,USD,Apple,2024-05-22,yahoo_finance
AAPL-20240523,9458.83,USD,Apple,2024-05-23,yahoo_finance
AAPL-20240524,6848.44,USD,Apple,2024-05-24,yahoo_finance
AAPL-20240528,9856.47,USD,Apple,2024-05-28,yahoo_finance
AAPL-20240529,10020.81,USD,Apple,2024-05-29,yahoo_finance
AAPL-20240530,9470.04,USD,Apple,2024-05-30,yahoo_finance
AAPL-20240531,14338.29,USD,Apple,2024-05-31,yahoo_finance
AAPL-20240603,9642.54,USD,Apple,2024-06-03,yahoo_finance
AAPL-20240604,9155.26,USD,Apple,2024-06-04,yahoo_finance
AAPL-20240605,10526.28,USD,Apple,2024-06-05,yahoo_finance
AAPL-20240606,7947.57,USD,Apple,2024-06-06,yahoo_finance
AAPL-20240607,10375.38,USD,Apple,2024-06-07,yahoo_finance
AAPL-20240610,18590.83,USD,Apple,2024-06-10,yahoo_finance
AAPL-20240611,35433.09,USD,Apple,2024-06-11,yahoo_finance
AAPL-20240612,41892.48,USD,Apple,2024-06-12,yahoo_finance
AAPL-20240613,20805.2,USD,Apple,2024-06-13,yahoo_finance
AAPL-20240614,14786.02,USD,Apple,2024-06-14,yahoo_finance
AAPL-20240617,20152.25,USD,Apple,2024-06-17,yahoo_finance
AAPL-20240618,16999.57,USD,Apple,2024-06-18,yahoo_finance
AAPL-20240620,17929.98,USD,Apple,2024-06-20,yahoo_finance
AAPL-20240621,49787.09,USD,Apple,2024-06-21,yahoo_finance
AAPL-20240624,16673.56,USD,Apple,2024-06-24,yahoo_finance
AAPL-20240625,11524.64,USD,Apple,2024-06-25,yahoo_finance
AAPL-20240626,14011.6,USD,Apple,2024-06-26,yahoo_finance
