id,amount,currency,entity,date,source
AAPL-20241001,14222.28,USD,Apple,2024-10-01,yahoo_finance
AAPL-20241002,7408.0,USD,Apple,2024-10-02,yahoo_finance
AAPL-20241003,7632.62,USD,Apple,2024-10-03,yahoo_finance
AAPL-20241004,8392.06,USD,Apple,2024-10-04,yahoo_finance
AAPL-20241007,8700.8,USD,Apple,2024-10-07,yahoo_finance
AAPL-20241008,7145.13,USD,Apple,2024-10-08,yahoo_finance
AAPL-20241009,7660.18,USD,Apple,2024-10-09,yahoo_finance
AAPL-20241010,6413.02,USD,Apple,2024-10-10,yahoo_finance
AAPL-20241011,7179.64,USD,Apple,2024-10-11,yahoo_finance
AAPL-20241014,9164.53,USD,Apple,2024-10-14,yahoo_finance
AAPL-20241015,15043.3,USD,Apple,2024-10-15,yahoo_finance
AAPL-20241016,7848.02,USD,Apple,2024-10-16,yahoo_finance
AAPL-20241017,7609.52,USD,Apple,2024-10-17,yahoo_finance
AAPL-20241018,10840.19,USD,Apple,2024-10-18,yahoo_finance
AAPL-20241021,8517.51,USD,Apple,2024-10-21,yahoo_finance
AAPL-20241022,9102.56,USD,Apple,2024-10-22,yahoo_finance
AAPL-20241023,11987.01,USD,Apple,2024-10-23,yahoo_finance
AAPL-20241024,7126.11,USD,Apple,2024-10-24,yahoo_finance
AAPL-20241025,8920.64,USD,Apple,2024-10-25,yahoo_finance
AAPL-20241028,8367.76,USD,Apple,2024-10-28,yahoo_finance
AAPL-20241029,8221.93,USD,Apple,2024-10-29,yahoo_finance
AAPL-20241030,10760.33,USD,Apple,2024-10-30,yahoo_finance
AAPL-20241031,14446.95,USD,Apple,2024-10-31,yahoo_finance
AAPL-20241101,14455.87,USD,Apple,2024-11-01,yahoo_finance
AAPL-20241104,9913.01,USD,Apple,2024-11-04,yahoo_finance
AAPL-20241105,6240.48,USD,Apple,2024-11-05,yahoo_finance
AAPL-20241106,12072.54,USD,Apple,2024-11-06,yahoo_finance
AAPL-20241107,9522.93,USD,Apple,2024-11-07,yahoo_finance
AAPL-20241108,8651.84,USD,Apple,2024-11-08,yahoo_finance
AAPL-20241111,9367.74,USD,Apple,2024-11-11,yahoo_finance
AAPL-20241112,9009.3,USD,Apple,2024-11-12,yahoo_finance
AAPL-20241113,10873.82,USD,Apple,2024-11-13,yahoo_finance
AAPL-20241114,10196.83,USD,Apple,2024-11-14,yahoo_finance
AAPL-20241115,10724.25,USD,Apple,2024-11-15,yahoo_finance
AAPL-20241118,10122.08,USD,Apple,2024-11-18,yahoo_finance
AAPL-20241119,8221.52,USD,Apple,2024-11-19,yahoo_finance
AAPL-20241120,8010.08,USD,Apple,2024-11-20,yahoo_finance
AAPL-20241121,9570.31,USD,Apple,2024-11-21,yahoo_finance
AAPL-20241122,8726.08,USD,Apple,2024-11-22,yahoo_finance
AAPL-20241125,20879.82,USD,Apple,2024-11-25,yahoo_finance
AAPL-20241126,10750.79,USD,Apple,2024-11-26,yahoo_finance
AAPL-20241127,7827.02,USD,Apple,2024-11-27,yahoo_finance
AAPL-20241129,6722.77,USD,Apple,2024-11-29,yahoo_finance
AAPL-20241202,11470.51,USD,Apple,2024-12-02,yahoo_finance
AAPL-20241203,9378.39,USD,Apple,2024-12-03,yahoo_finance
AAPL-20241204,10727.13,USD,Apple,2024-12-04,yahoo_finance
AAPL-20241205,9676.98,USD,Apple,2024-12-05,yahoo_finance
